Date	ca	fr	ge	it	jp	uk	us
1/1/03	560.099	902.081	724.932	290.187	1593.175	791.076	824.583
1/2/03	574.701	927.206	768.15	296.963	1578.214	797.813	852.219
1/3/03	580.212	929.297	768.411	298.757	1578.411	800.175	851.935
1/6/03	589.619	943.002	788.164	303.273	1619.7	803.966	871.515
1/7/03	585.822	923.785	774.054	297.892	1590.951	793.625	865.992
1/8/03	576.522	900.435	742.414	293.791	1564.566	783.566	853.401
1/9/03	584.049	923.589	759.251	299.526	1569.706	789.255	869.893
1/10/03	590.395	927.235	763.505	299.719	1565.966	798.244	870.275
1/13/03	593.748	928.45	770.37	301.314	1573.799	792.042	869.034
1/14/03	595.279	934.252	782.326	302.462	1599.104	793.344	874.638
1/15/03	595.393	922.489	770.978	299.921	1619.822	779.75	861.946
1/16/03	597.099	921.971	771.547	301.223	1620.413	779.596	858.343
1/17/03	591.288	905.119	743.769	294.109	1627.923	772.871	846.057
1/20/03	590.027	894.897	738.637	290.459	1607.091	760.017	846.057
1/21/03	584.8	886.164	732.892	286.526	1622.186	752.112	833.025
1/22/03	587.696	869.289	717.048	282.995	1608.26	742.283	824.615
1/23/03	592.169	868.373	723.415	283.229	1643.821	735.885	833.194
1/24/03	586.711	865.395	702.221	281.717	1629.401	735.892	808.82
1/27/03	575.65	834.257	683.843	277.059	1592.634	711.505	795.459
1/28/03	574.174	835.955	690.809	277.782	1580.393	716.291	805.931
1/29/03	578.307	850.819	701.922	281.956	1557.454	718.871	811.521
1/30/03	573.581	866.411	692.103	284.22	1543.313	737.556	792.925
1/31/03	575.135	871.914	705.34	285.791	1528.492	734.775	803.601
2/3/03	582.233	878.593	706.888	288.582	1549.967	756.252	807.778
2/4/03	578.428	861.338	685.234	284.073	1567.614	739.922	796.194
2/5/03	575.389	863.016	705.9	287.546	1569.649	756.82	791.849
2/6/03	572.179	848.645	686.838	284.052	1560.523	737.688	786.882
2/7/03	571.451	834.851	665.879	283.811	1552.521	734.229	778.848
2/10/03	566.33	823.769	667.326	281.517	1547.428	729.434	784.78
2/11/03	567.998	840.746	674.246	287.51	1542.648	742.009	778.138
2/12/03	566.787	820.786	660.441	285.354	1569.867	730.818	767.906
2/13/03	569.289	823.643	662.117	287.21	1568.992	731.746	766.601
2/14/03	572.674	842.098	689.257	290.096	1580.428	728.121	782.949
2/17/03	579.967	854.688	693.658	291.235	1589.858	738.21	782.949
2/18/03	583.739	869.782	698.886	293.875	1593.498	741.799	798.812
2/19/03	581.868	850.946	673.969	289.396	1594.08	729.364	793.311
2/20/03	585.721	842.477	671.118	290.668	1591.286	734.61	785.739
2/21/03	585.854	850.484	684.745	296.05	1569.057	741.269	796.166
2/24/03	584.578	836.269	662.797	294.554	1583.215	733.381	781.697
2/25/03	585.373	804.389	640.039	286.769	1550.984	711.758	787.162
2/26/03	585.968	799.703	633.438	287.562	1552.434	710.162	776.746
2/27/03	594.091	814.041	646.383	292.622	1545.431	703.829	785.903
2/28/03	594.263	829.185	656.194	294.671	1537.133	719.016	789.797
3/3/03	589.017	836.612	660.895	293.197	1552.975	727.391	783.963
3/4/03	587.429	816.293	652.645	289.995	1556.293	716.215	772.083
3/5/03	587.49	815.446	655.1	287.997	1555.991	712.326	779.928
3/6/03	581.492	810.12	640.274	279.616	1538.904	711.717	772.678
3/7/03	589.052	794.692	642.986	276.387	1512.4	700.031	778.991
3/10/03	581.862	778.535	617.837	270.249	1491.442	686.563	758.74
3/11/03	580.797	773.285	612.107	270.463	1457.865	692.201	752.554
3/12/03	573.494	738.837	582.971	257.065	1476.676	662.643	755.508
3/13/03	576.836	775.381	613.096	264.211	1452.253	698.403	781.431
3/14/03	575.058	818.917	617.836	270.805	1468.069	712.286	782.863
3/17/03	588.231	840.71	634.585	275.759	1454.552	731.585	810.597
3/18/03	590.264	827.673	655.865	270.76	1462.22	731.205	814.226
3/19/03	590.155	837.609	660.32	274.266	1465.327	734.339	821.083
3/20/03	593.987	827.648	658.873	270.682	1490.511	735.419	823.011
3/21/03	595.585	853.041	681.355	276.841	1474.62	752.406	841.737
3/24/03	583.534	812.562	648.134	271.049	1529.332	736.107	811.949
3/25/03	586.874	835.8	671.237	277.002	1497.368	737.568	821.716
3/26/03	585.604	830.724	656.599	276.267	1512.087	744.36	817.066
3/27/03	588.025	815.253	660.511	273.069	1518.846	730.656	815.607
3/28/03	589.879	821.434	645.719	275.822	1499.307	725.589	810.819
3/31/03	585.342	798.361	631.364	271.429	1460.743	712.969	796.075
4/1/03	585.106	804.419	636.732	273.77	1465.905	723.365	805.791
4/2/03	589.329	827.863	664.406	278.879	1471.893	734.331	826.994
4/3/03	589.509	837.367	656.868	280.644	1458.742	738.204	822.847
4/4/03	589.33	848.591	675.656	281.168	1453.88	742.876	825.203
4/7/03	589.594	871.661	709.024	286.456	1479.408	760.631	826.457
4/8/03	593.798	862.878	702.38	288.347	1465.323	748.006	824.927
4/9/03	592.005	862.839	695.443	287.303	1452.687	748.835	813.233
4/10/03	597.469	847.568	691.21	288.186	1449.989	745.983	818.3
4/11/03	599.539	851.902	695.489	288.228	1412.852	745.874	815.287
4/14/03	603.519	864.933	707.833	290.367	1402.05	755.807	831.132
4/15/03	605.334	879.803	721.589	293.234	1423.809	767.294	836.091
4/16/03	605.052	877.901	724.235	291.479	1421.396	758.25	826.054
4/17/03	609.026	883.339	745.507	296.339	1430.068	765.917	839.073
4/18/03	609.026	883.339	745.507	296.339	1432.56	765.917	839.073
4/21/03	611.963	879.532	742.293	295.062	1435.912	758.665	837.734
4/22/03	615.606	892.598	764.575	299.709	1419.474	771.33	856.006
4/23/03	616.314	904.276	767.463	302.294	1415.591	783.676	863.677
4/24/03	609.782	891.894	752.437	302.596	1433.574	777.127	856.607
4/25/03	607.699	880.763	737.708	297.079	1401.878	769.887	844.567
4/28/03	612.384	903.618	764.049	303.447	1385.404	783.353	859.624
4/29/03	613.45	905.117	755.208	303.35	1387.307	780.915	862.282
4/30/03	622.059	920.522	772.719	308.009	1449.221	784.601	861.537
5/1/03	626.345	928.977	779.816	310.838	1459.957	781.486	861.267
5/2/03	628.243	929.402	785.815	309.823	1462.715	792.51	874.129
5/5/03	637.038	946.725	796.875	313.989	1466.168	793.993	870.769
5/6/03	641.982	970.123	816.096	320.174	1507.111	809.526	878.047
5/7/03	640.576	962.331	799.377	319.543	1530.301	795.826	873.75
5/8/03	641.39	942.084	774.654	317.829	1510.954	787.19	865.089
5/9/03	646.64	953.656	794.854	319.26	1519.031	795.435	877.529
5/12/03	655.493	955.79	793.592	320.461	1533.276	803.259	888.563
5/13/03	652.185	953.755	784.255	319.289	1534.636	804.871	885.915
5/14/03	661.863	952.129	786.786	320.216	1545.35	806.395	883.48
5/15/03	665.277	960.517	801.241	323.217	1524.158	816.18	890.341
5/16/03	667.021	964.575	805.558	325.615	1520.044	824.45	888.255
5/19/03	670.553	936.344	778.984	319.857	1498.854	808.725	866.034
5/20/03	673.179	935.602	773.998	319.43	1501.824	814.082	864.889
5/21/03	673.497	938.768	773.496	318.254	1485.916	810.474	868.538
5/22/03	671.044	946.544	783.058	323.197	1496.617	816.543	876.747
5/23/03	664.77	950.549	777.834	327.814	1525.237	816.369	878.301
5/26/03	666.848	954.092	784.196	330.112	1527.776	816.743	878.301
5/27/03	673.009	957.144	796.316	334.759	1505.431	820.973	895.549
5/28/03	666.876	964.007	799.807	335.728	1499.188	833.124	896.917
5/29/03	671.468	976.697	801.892	340.449	1524.767	843.582	893.412
5/30/03	674.241	976.241	816.713	340.239	1518.857	830.188	906.164
6/2/03	684.162	990.476	835.691	342.428	1549.795	844.176	909.204
6/3/03	679.123	988.461	824.69	338.996	1549.69	839.509	913.472
6/4/03	695.471	994.871	836.447	338.704	1553.33	843.206	927.158
6/5/03	707.349	1000.949	837.602	342.063	1586.649	850.94	930.799
6/6/03	701.494	1009.386	849.835	340.723	1589.669	866.054	928.609
6/9/03	692.596	1002.133	845.667	339.142	1609.729	853.517	917.13
6/10/03	696.147	1003.977	852.496	339.176	1605.654	850.77	925.507
6/11/03	707.209	1023.499	866.479	345.142	1615.66	868.413	937.46
6/12/03	708.777	1031.631	875.53	346.454	1617.849	871.543	938.164
6/13/03	703.082	1024.252	866.439	345.8	1628.949	865.082	928.817
6/16/03	712.763	1050.593	895.948	352.108	1608.783	875.775	949.403
6/17/03	714.26	1055.769	898.569	352.142	1631.517	888.449	950.361
6/18/03	715.176	1049.927	893.412	351.418	1640.517	885.828	948.608
6/19/03	703.846	1034.473	877.708	347.909	1641.722	869.218	934.578
6/20/03	701.584	1037.229	870.741	348.376	1649.777	869.905	935.378
6/23/03	692.684	1005.045	849.886	335.721	1668.239	855.292	922.17
6/24/03	688.736	997.057	856.362	337.605	1625.8	847.905	923.581
6/25/03	696.766	1002.316	855.17	340.079	1628.691	854.976	916.506
6/26/03	694.272	989.5	857.113	334.286	1612.281	843.959	926.492
6/27/03	691.406	988.616	851.574	333.356	1637.848	843.357	917.708
6/30/03	690.746	985.841	855.323	329.318	1630.444	835.794	916.093
7/1/03	695.661	973.744	844.195	326.269	1668.312	827.834	922.979
7/2/03	700.458	988.339	862.677	326.489	1728.606	838.036	933.728
7/3/03	703.705	992.905	863.696	325.084	1765.181	846.608	926.364
7/4/03	701.988	983.538	859.536	325.507	1750.663	843.351	926.364
7/7/03	704.883	1006.096	872.959	328.749	1787.058	845.876	944.188
7/8/03	699.616	1001.545	872.482	327.91	1803.385	838.568	947.409
7/9/03	694.566	993.165	869.035	326.6	1820.893	831.785	942.464
7/10/03	685.964	981.678	857.033	324.869	1805.506	826.014	929.587
7/11/03	688.908	989.813	868.695	326.828	1749.906	832.407	938.529
7/14/03	696.419	1002.511	884.307	329.134	1769.815	842.765	944.316
7/15/03	686.958	993.779	877.968	327.079	1773.608	825.867	941.355
7/16/03	686.432	983.377	876.951	324.852	1752.696	817.827	935.048
7/17/03	682.442	975.653	860.136	323.14	1704.725	811.248	923.623
7/18/03	679.878	978.343	871.711	325.403	1709.071	811.099	934.407
7/21/03	683.566	974.161	860.119	326.241	1715.273	812.421	920.686
7/22/03	687.011	980.145	870.463	328.187	1700.119	821.208	929.235
7/23/03	692.002	987.242	873.359	329.768	1725.504	826.127	929.892
7/24/03	701.766	1011.832	895.49	334.662	1732.15	842.047	922.973
7/25/03	708.942	1000.979	895.157	333.667	1737.885	842.57	939.077
7/28/03	708.513	1013.256	906.792	335.262	1750.718	847.308	937.229
7/29/03	701.616	1006.753	910.357	332.187	1747.569	845.634	930.802
7/30/03	692.552	1003.257	901.495	329.304	1702.325	841.821	929.095
7/31/03	692.495	1003.094	905.974	328.474	1696.57	839.739	931.836
8/1/03	694.939	990.274	893.559	325.461	1708.497	828.65	922.227
8/4/03	690.705	989.177	891.99	325.938	1685.745	829.932	924.69
8/5/03	688.19	1003.887	901.14	327.108	1676.901	832.536	908.052
8/6/03	681.495	986.386	887.271	325.043	1665.436	824.173	909.272
8/7/03	691.431	990.533	878.805	326.425	1672.413	832.021	916.129
8/8/03	699.088	995.436	873.151	326.681	1672.861	838.315	919.296
8/11/03	710.197	1002.688	874.799	329.697	1704.619	840.356	922.236
8/12/03	714.69	1005.461	883.194	330.226	1713.768	841.764	931.212
8/13/03	716.076	1007.149	889.05	330.512	1736.76	844.361	925.168
8/14/03	716.845	1019.637	900.448	333.364	1767.504	851.544	931.109
8/15/03	716.266	1023.036	898.513	333.127	1764.403	850.738	931.449
8/18/03	717.319	1021.467	906.451	332.747	1782.201	853.763	940.167
8/19/03	716.879	1017.875	899.75	330.115	1808.898	846.948	942.575
8/20/03	719.017	1011.908	902.182	328.785	1848.038	844.278	940.61
8/21/03	717.71	1005.074	905.672	323.229	1869.836	839.899	943.335
8/22/03	711.55	1003.947	893.813	320.961	1866.848	835.615	933.813
8/25/03	714.379	996.876	885.068	319.344	1855.181	836.306	934.228
8/26/03	718.257	984.099	872.847	315.983	1859.545	825.375	936.978
8/27/03	718.786	992.336	881.342	317.661	1853.598	832.022	937.18
8/28/03	723.298	1007.096	885.946	318.664	1845.427	833.231	942.938
8/29/03	727.482	1010.438	890.829	317.833	1875.095	828.204	947.8
9/1/03	730.457	1025.6	911.842	321.246	1927.095	831.459	947.8
9/2/03	733.558	1017.325	901.594	318.728	1937.515	831.946	960.709
9/3/03	736.009	1031.746	918.064	321.518	1952.085	842.552	964.59
9/4/03	744.904	1035.077	928.916	323.016	1931.737	845.305	966.32
9/5/03	746.912	1041.792	925.632	325.769	1930.467	849.616	960.237
9/8/03	748.973	1053.004	940.144	330.688	1934.613	856.915	970.21
9/9/03	746.819	1050.3	934.427	330.594	1976.109	852.763	961.992
9/10/03	746.05	1038.815	921.734	329.204	1957.753	850.408	949.826
9/11/03	745.385	1040.36	927.67	328.627	1915.797	850.901	955.014
9/12/03	747.919	1044.083	922.409	331.018	1947.822	855.132	957.013
9/15/03	744.131	1047.647	924.516	330.871	1945.833	858.134	953.063
9/16/03	749.976	1052.298	927.846	330.72	2000.912	859.277	966.633
9/17/03	747.666	1059.661	930.726	332.523	2022.082	865.87	963.619
9/18/03	747.173	1067.453	945.401	337.843	2049.751	877	976.565
9/19/03	756.275	1063.175	944.444	340.186	2056.335	873.844	973.3
9/22/03	754.491	1046.858	923.067	336.226	2029.544	876.914	960.722
9/23/03	757.994	1041.525	911.833	335.883	2037.829	878.374	966.669
9/24/03	754.178	1042.039	884.862	335.83	2037.789	882.873	948.173
9/25/03	749.264	1036.433	893.685	334.502	1986.203	878.732	942.12
9/26/03	736.406	1025.792	888.69	330.911	1985.171	867.981	936.13
9/29/03	737.772	1023.256	893.505	332.108	1977.44	865.608	945.515
9/30/03	739.084	1014.757	884.312	330.016	1979.757	855.78	935.569
10/1/03	750.387	1038.145	908.278	336.944	2023.73	874.569	956.213
10/2/03	756.129	1037.366	892.84	334.883	2074.609	884.314	958.145
10/3/03	752.186	1064.483	925.212	339.685	2097.558	895.64	967.254
10/6/03	756.617	1062.484	925.001	338.688	2097.067	897.617	971.329
10/7/03	763.814	1062.296	919.909	340.864	2135.201	896.243	975.955
10/8/03	764.424	1064.602	934.969	342.122	2088.674	891.471	970.928
10/9/03	765.352	1081.802	952.138	343.992	2103.791	902.253	975.375
10/10/03	774.367	1081.852	954.927	344.034	2148.537	903.497	974.943
10/13/03	775.392	1087.582	963.331	343.651	2141.145	912.749	981.718
10/14/03	786.412	1085.054	964.799	344.492	2163.47	908.024	985.605
10/15/03	788.582	1087.927	969.059	346.847	2141.5	915.678	982.7
10/16/03	795.987	1086.513	975.802	348.424	2171.392	916.662	986.045
10/17/03	788.606	1079.167	954.895	344.649	2171.022	912.576	975.939
10/20/03	785.23	1082.106	968.814	346.119	2175.283	915.521	980.924
10/21/03	793.027	1084.558	976.31	346.693	2170.003	916.742	982.449
10/22/03	794.443	1074.81	960.318	344.793	2142.572	909.578	967.492
10/23/03	785.015	1063.02	961.368	342.419	2025.479	901.233	970.866
10/24/03	780.698	1068.49	952.327	344.02	2044.689	903.449	966.759
10/27/03	783.379	1076.347	965.98	344.758	2078.389	905.164	968.887
10/28/03	788.151	1082.167	976.833	343.817	2103.272	908.785	983.945
10/29/03	789.874	1087.963	984.71	344.981	2137.797	910.989	985.118
10/30/03	790.255	1093.404	990.725	347.018	2124.099	917.695	984.029
10/31/03	788.097	1084.125	989.597	346.156	2070.23	912.825	987.494
11/3/03	788.542	1091.187	999.537	346.26	2046.495	913.955	995.418
11/4/03	788.11	1091.652	1001.287	347.695	2135.311	911.448	989.955
11/5/03	790.664	1080.115	993.897	346.038	2116.516	907.959	988.833
11/6/03	788.776	1080.278	992.022	346.19	2058.066	905.792	994.747
11/7/03	794.194	1096.677	1007.698	351.594	2088.793	916.555	990.088
11/10/03	796.879	1090.062	1001.526	351.595	2092.875	910.931	984.25
11/11/03	791.616	1086.264	998.125	349.28	2028.889	907.992	983.553
11/12/03	800.856	1098.566	1012.483	354.218	2023.997	918.971	995.111
11/13/03	798.451	1106.702	1023.904	358.613	2061.291	923.755	995.271
11/14/03	795.628	1126.016	1037.786	362.368	2034.981	928.578	987.767
11/17/03	793.832	1099.317	1006.518	357.032	1959.234	918.852	981.574
11/18/03	793.192	1107.832	1013.45	362.327	1979.388	928.184	972.681
11/19/03	801.36	1106.517	1011.563	362.404	1920.239	922.652	980.638
11/20/03	801.972	1100.832	1007.152	361.362	1962.453	920.69	972.412
11/21/03	799.213	1114.856	1009.555	361.716	1964.565	923.213	974.005
11/24/03	797.115	1115.596	1021.458	363.615	1957.103	931.517	989.472
11/25/03	797.759	1119.903	1022.393	365.043	1974.252	934.108	991.259
11/26/03	809.302	1131.853	1028.019	369.131	2013.514	936.705	995.557
11/27/03	808.713	1136.071	1034.174	370.423	2020.703	937.391	995.557
11/28/03	810.518	1140.099	1042.222	373.787	2006.1	936.411	995.401
12/1/03	815.39	1159.11	1060.429	377.357	2050.025	951.581	1006.56
12/2/03	820.095	1165.282	1069.164	381.508	2067.532	949.672	1003.631
12/3/03	822.091	1176.479	1089.99	384.653	2064.897	952.223	1001.536
12/4/03	818.268	1170.561	1085.355	385.706	2083.18	945.119	1006.185
12/5/03	822.201	1165.232	1083.219	385.866	2078.69	946.029	998.333
12/8/03	825.772	1164.832	1080.29	386.537	2039.559	948.293	1005.607
12/9/03	817.229	1171.072	1090.515	386.466	2042.403	956.854	996.744
12/10/03	810.462	1168.39	1086.402	384.8	1991.834	950.346	995.804
12/11/03	805.631	1168.601	1088.043	384.502	2012.947	947.511	1007.184
12/12/03	813.799	1181.052	1099.307	386.303	2040.746	952.834	1009.87
12/15/03	809.513	1190.716	1106.161	389.622	2093.761	953.331	1004.254
12/16/03	813.15	1192.083	1106.465	390.435	2056.581	951.474	1010.809
12/17/03	814.902	1194.663	1106.402	392.928	2031.378	962.393	1011.95
12/18/03	821.236	1201.539	1111.889	394.252	2029.49	974.794	1024.205
12/19/03	816.85	1198.565	1117.12	390.484	2060.563	976.091	1023.802
12/22/03	823.032	1203.187	1117.415	385.9	2084.133	977.884	1027.647
12/23/03	825.077	1204.352	1125.369	385.343	2085.2	984.474	1030.704
12/24/03	831.618	1210.951	1128.54	386.429	2082.145	989.352	1028.967
12/25/03	831.618	1210.951	1128.54	386.429	2083.154	989.352	1028.967
12/26/03	837.098	1210.465	1128.087	386.274	2095.986	990.439	1030.574
12/29/03	845.659	1217.322	1145.679	389.373	2112.802	990.549	1043.389
12/30/03	841.733	1225.194	1153.287	388.664	2149.087	999.089	1043.344
12/31/03	853.242	1243.048	1160.927	391.238	2144.375	1006.081	1045.407
1/1/04	853.242	1243.048	1160.927	391.238	2144.375	1006.081	1045.407
1/2/04	862.182	1254.192	1174.645	397.729	2147.38	1012.559	1042.471
1/5/04	877.372	1267.349	1187.936	402.574	2197.629	1022.837	1055.297
1/6/04	877.707	1270.29	1195.74	407.176	2189.37	1029.508	1056.434
1/7/04	876.058	1253.86	1181.974	398.553	2180.714	1021.813	1058.641
1/8/04	878.574	1266.922	1196.962	404.229	2189.319	1031.717	1064.006
1/9/04	881.353	1272.515	1199.9	407.267	2204.086	1035.917	1054.696
1/12/04	880.706	1263.522	1190.263	405.87	2202.844	1033.968	1059.837
1/13/04	884.827	1267.221	1188.711	404.608	2190.497	1032.258	1053.85
1/14/04	872.776	1269.31	1195.718	404.925	2196.932	1031.31	1062.555
1/15/04	870.579	1266.68	1191.153	404.304	2168.421	1020.725	1063.865
1/16/04	878.536	1260.498	1184.447	398.599	2185.557	1016.257	1071.482
1/19/04	885.191	1265.601	1191.345	401.861	2204.642	1013.402	1071.482
1/20/04	898.822	1274.991	1200.261	407.144	2211.993	1027.165	1070.519
1/21/04	889.49	1285.529	1214.708	410.282	2210.563	1038.047	1078.885
1/22/04	887.306	1299.766	1224.35	412.492	2225.862	1036.353	1075.402
1/23/04	883.792	1297.006	1222.727	412.007	2239.764	1026.336	1073.09
1/26/04	880.704	1279.003	1204.356	407.744	2219.483	1015.372	1086.172
1/27/04	883.362	1291.672	1210.759	411.605	2221.773	1015.362	1075.177
1/28/04	865.838	1291.84	1213.037	411.844	2214.821	1025.276	1060.619
1/29/04	849.45	1255.587	1176.634	401.511	2191.907	1003.073	1065.699
1/30/04	861.412	1252.325	1171.389	399.223	2183.118	1002.61	1063.191
2/2/04	870.833	1262.903	1176.782	400.714	2191.646	1000.909	1066.707
2/3/04	872.086	1265.673	1184.179	402.105	2178.017	1013.219	1067.124
2/4/04	859.794	1250.893	1172.507	401.384	2130.442	1009.356	1058.114
2/5/04	863.388	1259.859	1176.699	401.859	2139.541	1012.184	1059.526
2/6/04	874.373	1276.008	1195.557	406.519	2146.967	1021.645	1072.867
2/9/04	881.355	1287.378	1208.063	410.15	2132.702	1034.333	1069.983
2/10/04	883.432	1291.144	1213.246	410.744	2135.363	1031.468	1075.464
2/11/04	885.088	1292.452	1214.603	410.355	2135.363	1031.163	1086.786
2/12/04	888.258	1309.064	1229.135	415.224	2152.547	1039.429	1081.422
2/13/04	889.149	1294.087	1207.752	409.759	2173.215	1045.331	1075.458
2/16/04	892.607	1303.302	1211.097	411.063	2175.893	1044.923	1075.458
2/17/04	897.18	1315.574	1222.57	414.958	2189.756	1064.176	1085.543
2/18/04	891.501	1318.537	1222.14	415.065	2173.977	1061.741	1080.618
2/19/04	876.277	1320.107	1220.748	412.466	2169.213	1070.211	1075.757
2/20/04	862.001	1300.322	1191.195	406.495	2136.996	1059.382	1073.071
2/23/04	863.084	1299.279	1188.814	408.033	2170.625	1058.182	1070.073
2/24/04	868.563	1294.717	1177.083	408.954	2131.993	1062.71	1068.463
2/25/04	866.895	1288.598	1166.202	405.294	2116.25	1062.883	1072.994
2/26/04	872.152	1280.14	1157.439	402.593	2123.991	1052.457	1074.434
2/27/04	879.25	1284.188	1161.667	403.6	2176.269	1045.235	1074.307
3/1/04	890.685	1294.867	1174.384	408.185	2232.46	1063.416	1084.228
3/2/04	878.818	1291.909	1173.662	404.022	2226.851	1052.095	1077.862
3/3/04	874.485	1266.192	1149.418	397.686	2225.685	1034.576	1079.619
3/4/04	877.894	1277.121	1171.625	400.683	2216.395	1040.729	1083.097
3/5/04	898.081	1297.612	1193.093	409.176	2235.861	1052.573	1085.054
3/8/04	888.724	1297.41	1192.706	408.317	2215.724	1052.527	1075.922
3/9/04	884.028	1288.083	1180.914	409.477	2241.812	1045.954	1069.688
3/10/04	860.84	1274.175	1151.166	403.859	2225.697	1025.872	1054.167
3/11/04	856.123	1239.467	1114.116	396.122	2209.475	1001.396	1038.364
3/12/04	856.939	1238.159	1111.888	391.438	2178.895	1004.022	1051.352
3/15/04	842.534	1211.685	1085.776	383.163	2218.286	993.448	1036.281
3/16/04	855.694	1228.379	1099.071	387.859	2242.569	1009.463	1042.197
3/17/04	855.72	1236.213	1106.663	386.123	2295.797	1011.853	1054.217
3/18/04	857.175	1233.397	1104.018	386.968	2344.437	1010.768	1052.712
3/19/04	860.548	1237.201	1099.069	386.176	2320.397	1016.932	1040.802
3/22/04	851.754	1216.1	1076.261	382.071	2304.125	1004.764	1027.29
3/23/04	849.742	1209.684	1070.21	379.888	2309.358	1001.299	1025.839
3/24/04	838.362	1194.312	1062.077	377.736	2349.942	993.641	1023.254
3/25/04	854.535	1208.468	1083.408	381.846	2386.533	995.523	1040.092
3/26/04	861.572	1207.523	1079.383	380.014	2423.829	990.884	1038.942
3/29/04	873.43	1226.772	1100.592	386.807	2430.206	1005.958	1052.424
3/30/04	882.894	1225.415	1100.78	387.033	2417.462	1012.163	1056.664
3/31/04	873.764	1238.465	1106.623	389.781	2458.03	1012.414	1055.863
4/1/04	880.501	1261.444	1132.861	395.817	2454.917	1028.914	1061.765
4/2/04	894.675	1262.974	1135.867	395.568	2455.601	1026.836	1070.582
4/5/04	900.755	1262.188	1134.182	393.863	2469.466	1020.917	1078.839
4/6/04	900.769	1254.267	1131.642	394.707	2472.577	1029.175	1075.954
4/7/04	893.809	1262.776	1137.038	396.337	2487.707	1034.402	1068.773
4/8/04	890.553	1257.82	1130.509	395.677	2479.577	1035.149	1067.806
4/9/04	890.553	1257.82	1130.509	395.677	2443.036	1035.149	1067.806
4/12/04	895.234	1254.287	1127.333	394.565	2471.432	1035.149	1073.19
4/13/04	879.705	1248.509	1127.867	395.985	2465.224	1029.415	1058.417
4/14/04	859.706	1235.502	1113.371	394.012	2428.818	1006.85	1057.187
4/15/04	858.542	1233.58	1111.75	394.185	2380.119	1008.997	1057.971
4/16/04	867.192	1252.994	1127.335	399.804	2389.345	1028.53	1063.071
4/19/04	864.68	1250.467	1124.629	399.593	2359.432	1034.635	1064.758
4/20/04	851.609	1248.632	1124.086	398.199	2412.952	1030.735	1048.06
4/21/04	845.931	1233.337	1110.341	394.253	2387.993	1013.469	1053.891
4/22/04	855.287	1245.804	1117.934	395.888	2381.715	1018.023	1068.912
4/23/04	853.915	1250.589	1125.37	395.478	2407.201	1017.864	1069.35
4/26/04	852.553	1245.853	1134.285	397.359	2423.639	1028.877	1065.102
4/27/04	845.584	1250.157	1140.651	398.96	2385.227	1031.766	1067.476
4/28/04	806.98	1225.057	1116.304	393.8	2382.252	1012.148	1052.633
4/29/04	801.472	1224.711	1106.781	394.68	2377.162	1012.115	1044.57
4/30/04	800.206	1222.996	1102.587	394.96	2324.278	1003.324	1038.462
5/3/04	803.708	1229.819	1105.149	396.75	2323.33	1004.06	1048.144
5/4/04	826.301	1241.616	1113.763	400.341	2334.856	1027.511	1050.084
5/5/04	823.435	1254.85	1126.105	403.758	2360.86	1029.658	1051.933
5/6/04	819.463	1225.49	1089.562	393.654	2299.4	1021.216	1044.91
5/7/04	800.045	1208.648	1068.395	387.066	2227.666	1012.335	1030.759
5/10/04	782.183	1170.075	1032.792	376.91	2085.228	983.594	1019.541
5/11/04	790.834	1182.494	1046.482	380.288	2091.834	984.677	1027.51
5/12/04	791.968	1176.962	1035.309	379.472	2163.355	986.215	1029.001
5/13/04	783.427	1187.1	1043.421	381.806	2089.158	988.86	1028.238
5/14/04	787.155	1185.476	1038.742	380.786	2083.999	984.388	1027.112
5/17/04	785.547	1183.211	1036.984	380.744	2024.955	979.52	1016.11
5/18/04	783.31	1184.348	1043.948	380.992	2063.72	984.274	1023.217
5/19/04	794.921	1216.507	1072.597	389.441	2145.417	1003.28	1020.646
5/20/04	791.649	1194.531	1053.928	384.801	2126.908	987.554	1021.375
5/21/04	796.55	1202.982	1060.404	386.903	2189.261	998.457	1025.46
5/24/04	799.052	1204.771	1065.604	380.914	2189.323	998.264	1027.271
5/25/04	810.493	1212.938	1067.123	383.582	2163.819	1006.58	1043.828
5/26/04	807.819	1228.092	1076.878	386.913	2199.998	1013.497	1045.675
5/27/04	818.876	1252.314	1104.456	393.904	2217.751	1028.136	1051.379
5/28/04	812.932	1237.379	1097.491	391.473	2244.102	1022.159	1050.601
5/31/04	820.263	1243.889	1102.618	391.592	2241.631	1022.159	1050.601
6/1/04	817.687	1229.504	1087.439	390.503	2259.149	1022.059	1051.107
6/2/04	818.781	1241.957	1098.694	394.239	2240.177	1025.887	1054.488
6/3/04	815.477	1241.585	1102.587	393.25	2188.656	1027.91	1046.302
6/4/04	822.026	1256.021	1114.858	396.153	2192.083	1029.866	1051.779
6/7/04	833.628	1270.705	1136.186	402.049	2280.418	1037.768	1068.516
6/8/04	834.24	1266.101	1132.515	401.523	2295.13	1040.384	1069.872
6/9/04	819.37	1240.671	1110.005	395.24	2291.429	1033.2	1059.528
6/10/04	819.376	1244.359	1116.459	397.573	2306.116	1033.584	1064.344
6/11/04	819.761	1231.749	1106.678	394.456	2286.039	1025.847	1064.344
6/14/04	809.8	1222.342	1096.092	394.334	2264.125	1014.41	1053.76
6/15/04	815.758	1233.314	1105.786	398.804	2269.267	1020.621	1060.277
